,str,dex,con,int,wis,cha,ac,hp,perception,fortitude,reflex,will,focus,book,level
727,7.0,2.0,7.0,4.0,5.0,1.0,32.0,265,23.0,25.0,18.0,21.0,0,Pathfinder Book of the Dead,12
695,7.0,8.0,6.0,-2.0,4.0,3.0,37.0,280,27.0,26.0,30.0,24.0,0,Pathfinder Book of the Dead,15
693,8.0,4.0,5.0,3.0,4.0,6.0,38.0,255,26.0,27.0,24.0,24.0,0,Pathfinder Book of the Dead,14
651,5.0,3.0,4.0,-5.0,2.0,-2.0,25.0,90,12.0,16.0,13.0,10.0,0,Pathfinder Book of the Dead,6
652,-5.0,7.0,3.0,5.0,5.0,7.0,30.0,175,22.0,18.0,24.0,22.0,0,Pathfinder Book of the Dead,11
656,2.0,5.0,2.0,1.0,2.0,5.0,22.0,50,11.0,9.0,14.0,14.0,0,Pathfinder Book of the Dead,5
657,5.0,6.0,4.0,3.0,2.0,4.0,27.0,125,16.0,16.0,20.0,12.0,0,Pathfinder Book of the Dead,8
659,6.0,3.0,4.0,2.0,6.0,5.0,27.0,165,18.0,14.0,15.0,18.0,0,Pathfinder Book of the Dead,8
661,4.0,3.0,3.0,-2.0,-1.0,0.0,19.0,65,6.0,10.0,12.0,4.0,0,Pathfinder Book of the Dead,3
662,7.0,3.0,5.0,-2.0,3.0,2.0,30.0,225,18.0,24.0,18.0,18.0,0,Pathfinder Book of the Dead,11
663,6.0,4.0,4.0,0.0,2.0,0.0,28.0,170,17.0,21.0,17.0,15.0,0,Pathfinder Book of the Dead,9
664,-5.0,8.0,2.0,3.0,4.0,5.0,35.0,228,26.0,22.0,28.0,24.0,0,Pathfinder Book of the Dead,14
665,1.0,2.0,0.0,1.0,4.0,2.0,17.0,36,9.0,7.0,7.0,11.0,1,Pathfinder Book of the Dead,3
667,3.0,1.0,-2.0,-2.0,4.0,2.0,17.0,40,10.0,6.0,7.0,10.0,0,Pathfinder Book of the Dead,2
670,6.0,4.0,4.0,-5.0,2.0,-1.0,26.0,130,14.0,16.0,14.0,12.0,0,Pathfinder Book of the Dead,8
694,4.0,4.0,3.0,1.0,5.0,2.0,20.0,80,13.0,11.0,10.0,13.0,0,Pathfinder Book of the Dead,4
671,9.0,6.0,7.0,0.0,5.0,5.0,38.0,275,27.0,27.0,30.0,27.0,0,Pathfinder Book of the Dead,16
675,3.0,3.0,2.0,2.0,4.0,4.0,21.0,93,16.0,12.0,13.0,16.0,1,Pathfinder Book of the Dead,6
676,5.0,2.0,5.0,2.0,3.0,5.0,28.0,130,17.0,19.0,14.0,17.0,2,Pathfinder Book of the Dead,8
677,3.0,4.0,1.0,-3.0,3.0,0.0,16.0,18,8.0,4.0,9.0,6.0,0,Pathfinder Book of the Dead,1
678,1.0,3.0,1.0,3.0,2.0,4.0,18.0,30,9.0,6.0,12.0,9.0,0,Pathfinder Book of the Dead,3
681,-5.0,9.0,0.0,5.0,7.0,6.0,39.0,250,35.0,25.0,34.0,30.0,0,Pathfinder Book of the Dead,17
683,8.0,4.0,5.0,2.0,4.0,5.0,37.0,280,27.0,28.0,25.0,27.0,0,Pathfinder Book of the Dead,15
684,8.0,4.0,5.0,-3.0,3.0,3.0,33.0,230,24.0,26.0,21.0,24.0,0,Pathfinder Book of the Dead,13
685,-5.0,5.0,0.0,2.0,2.0,5.0,26.0,120,17.0,13.0,20.0,17.0,0,Pathfinder Book of the Dead,9
686,7.0,3.0,7.0,2.0,2.0,5.0,27.0,215,16.0,21.0,17.0,14.0,0,Pathfinder Book of the Dead,10
687,-5.0,6.0,0.0,2.0,3.0,5.0,26.0,100,17.0,14.0,18.0,15.0,0,Pathfinder Book of the Dead,8
689,5.0,1.0,2.0,2.0,2.0,5.0,21.0,85,13.0,13.0,10.0,13.0,0,Pathfinder Book of the Dead,5
691,-5.0,6.0,4.0,0.0,2.0,5.0,27.0,125,17.0,19.0,19.0,15.0,0,Pathfinder Book of the Dead,9
674,4.0,5.0,4.0,-3.0,1.0,0.0,24.0,160,18.0,17.0,18.0,14.0,0,Pathfinder Book of the Dead,7
728,5.0,6.0,4.0,7.0,7.0,10.0,42.0,330,32.0,27.0,33.0,36.0,0,Pathfinder Book of the Dead,19
708,-5.0,7.0,1.0,2.0,2.0,5.0,32.0,165,20.0,19.0,23.0,20.0,0,Pathfinder Book of the Dead,12
731,4.0,4.0,7.0,-5.0,3.0,2.0,32.0,160,19.0,25.0,22.0,19.0,0,Pathfinder Book of the Dead,12
730,4.0,2.0,2.0,-4.0,2.0,-1.0,15.0,22,7.0,9.0,7.0,5.0,0,Pathfinder Book of the Dead,1
766,3.0,1.0,2.0,-5.0,0.0,-2.0,13.0,35,2.0,6.0,3.0,2.0,0,Pathfinder Book of the Dead,0
765,4.0,0.0,3.0,-5.0,1.0,-3.0,16.0,85,8.0,8.0,5.0,6.0,0,Pathfinder Book of the Dead,3
764,7.0,0.0,5.0,-5.0,2.0,-3.0,27.0,290,17.0,22.0,15.0,19.0,0,Pathfinder Book of the Dead,11
763,4.0,4.0,3.0,1.0,5.0,2.0,20.0,80,13.0,11.0,10.0,13.0,0,Pathfinder Book of the Dead,4
762,2.0,4.0,1.0,-5.0,2.0,0.0,16.0,12,8.0,3.0,8.0,6.0,0,Pathfinder Book of the Dead,0
761,5.0,4.0,4.0,0.0,2.0,0.0,22.0,80,11.0,11.0,13.0,9.0,0,Pathfinder Book of the Dead,5
760,6.0,3.0,4.0,5.0,3.0,3.0,32.0,220,22.0,24.0,19.0,21.0,0,Pathfinder Book of the Dead,12
758,-5.0,6.0,3.0,3.0,6.0,4.0,26.0,100,18.0,13.0,16.0,18.0,0,Pathfinder Book of the Dead,9
756,4.0,4.0,4.0,6.0,7.0,7.0,28.0,140,22.0,19.0,19.0,24.0,0,Pathfinder Book of the Dead,11
755,6.0,5.0,4.0,3.0,4.0,4.0,26.0,100,14.0,14.0,17.0,16.0,0,Pathfinder Book of the Dead,8
754,8.0,4.0,6.0,4.0,5.0,5.0,34.0,295,26.0,29.0,23.0,22.0,0,Pathfinder Book of the Dead,13
753,10.0,5.0,8.0,5.0,6.0,6.0,40.0,460,32.0,32.0,29.0,34.0,0,Pathfinder Book of the Dead,18
751,6.0,4.0,4.0,-1.0,5.0,8.0,35.0,250,27.0,22.0,26.0,27.0,0,Pathfinder Book of the Dead,14
752,7.0,4.0,5.0,-2.0,6.0,3.0,28.0,220,21.0,22.0,17.0,21.0,0,Pathfinder Book of the Dead,11
739,2.0,2.0,3.0,-5.0,0.0,0.0,17.0,16,5.0,6.0,7.0,5.0,0,Pathfinder Book of the Dead,1
734,2.0,4.0,0.0,-1.0,0.0,2.0,16.0,30,6.0,6.0,10.0,8.0,0,Pathfinder Book of the Dead,2
735,6.0,4.0,6.0,4.0,9.0,2.0,36.0,218,31.0,28.0,24.0,31.0,3,Pathfinder Book of the Dead,16
736,8.0,5.0,3.0,0.0,5.0,3.0,34.0,220,24.0,22.0,24.0,22.0,0,Pathfinder Book of the Dead,13
738,2.0,4.0,0.0,-1.0,2.0,0.0,21.0,60,9.0,9.0,11.0,13.0,0,Pathfinder Book of the Dead,5
750,6.0,4.0,4.0,-1.0,5.0,8.0,35.0,250,27.0,22.0,26.0,27.0,0,Pathfinder Book of the Dead,14
740,9.0,3.0,4.0,-5.0,2.0,-1.0,33.0,210,19.0,23.0,24.0,21.0,0,Pathfinder Book of the Dead,13
741,3.0,7.0,3.0,3.0,5.0,0.0,29.0,175,21.0,17.0,21.0,19.0,0,Pathfinder Book of the Dead,10
744,1.0,5.0,1.0,0.0,4.0,1.0,22.0,80,13.0,10.0,14.0,11.0,0,Pathfinder Book of the Dead,5
746,6.0,4.0,4.0,-1.0,5.0,8.0,35.0,250,27.0,22.0,26.0,27.0,0,Pathfinder Book of the Dead,14
747,6.0,4.0,4.0,-1.0,5.0,8.0,35.0,250,27.0,22.0,26.0,27.0,0,Pathfinder Book of the Dead,14
748,6.0,4.0,4.0,-1.0,5.0,8.0,35.0,250,27.0,22.0,26.0,27.0,0,Pathfinder Book of the Dead,14
749,6.0,4.0,4.0,-1.0,5.0,8.0,35.0,250,27.0,22.0,26.0,27.0,0,Pathfinder Book of the Dead,14
743,8.0,4.0,6.0,6.0,6.0,7.0,37.0,335,29.0,25.0,25.0,31.0,0,Pathfinder Book of the Dead,15
732,2.0,4.0,3.0,-1.0,0.0,1.0,15.0,21,5.0,6.0,9.0,3.0,0,Pathfinder Book of the Dead,1
7,7.0,3.0,5.0,5.0,4.0,5.0,31.0,175,22.0,20.0,18.0,24.0,1,Pathfinder Abomination Vaults Hardcover Compilation,11
11,7.0,0.0,5.0,-5.0,2.0,4.0,24.0,105,16.0,17.0,13.0,13.0,0,Pathfinder Abomination Vaults Hardcover Compilation,7
24,2.0,4.0,0.0,-5.0,0.0,0.0,16.0,4,2.0,2.0,8.0,2.0,0,Pathfinder Abomination Vaults Hardcover Compilation,-1
68,3.0,4.0,2.0,0.0,3.0,1.0,25.0,115,16.0,15.0,15.0,14.0,1,Pathfinder Abomination Vaults Hardcover Compilation,7
99,7.0,3.0,6.0,0.0,3.0,0.0,30.0,175,19.0,22.0,17.0,19.0,0,Pathfinder Abomination Vaults Hardcover Compilation,10
14,7.0,4.0,4.0,2.0,3.0,5.0,31.0,175,19.0,21.0,19.0,18.0,0,Pathfinder Abomination Vaults Hardcover Compilation,10
20,5.0,2.0,0.0,0.0,1.0,0.0,21.0,85,12.0,13.0,9.0,14.0,0,Pathfinder Abomination Vaults Hardcover Compilation,5
63,2.0,5.0,4.0,-5.0,-5.0,-5.0,25.0,105,10.0,15.0,16.0,8.0,0,Pathfinder Abomination Vaults Hardcover Compilation,7
2509,3.0,2.0,2.0,-5.0,2.0,0.0,16.0,15,6.0,6.0,6.0,4.0,0,Pathfinder Bestiary 3,0
2514,0.0,2.0,0.0,1.0,4.0,2.0,15.0,16,9.0,3.0,7.0,9.0,0,Pathfinder Bestiary 3,1
2492,3.0,5.0,2.0,0.0,2.0,5.0,22.0,83,11.0,9.0,16.0,11.0,0,Pathfinder Bestiary 3,5
2493,7.0,7.0,4.0,5.0,4.0,8.0,36.0,255,26.0,22.0,27.0,26.0,0,Pathfinder Bestiary 3,14
2491,6.0,4.0,3.0,4.0,3.0,5.0,27.0,155,15.0,17.0,16.0,15.0,1,Pathfinder Bestiary 3,8
2494,-5.0,6.0,1.0,0.0,4.0,6.0,26.0,120,18.0,13.0,18.0,16.0,0,Pathfinder Bestiary 3,8
2495,-5.0,4.0,0.0,0.0,5.0,4.0,21.0,45,13.0,8.0,12.0,13.0,0,Pathfinder Bestiary 3,4
2496,1.0,3.0,2.0,-5.0,2.0,-2.0,16.0,40,9.0,9.0,10.0,7.0,0,Pathfinder Bestiary 3,3
2497,8.0,6.0,7.0,3.0,5.0,4.0,35.0,285,25.0,27.0,24.0,23.0,0,Pathfinder Bestiary 3,14
2498,5.0,4.0,3.0,-4.0,2.0,-2.0,19.0,46,9.0,10.0,11.0,7.0,0,Pathfinder Bestiary 3,3
2499,7.0,5.0,5.0,3.0,4.0,6.0,37.0,270,25.0,26.0,24.0,27.0,0,Pathfinder Bestiary 3,15
2500,4.0,4.0,6.0,5.0,6.0,4.0,26.0,170,18.0,16.0,14.0,18.0,1,Pathfinder Bestiary 3,8
2501,2.0,0.0,2.0,-5.0,1.0,-2.0,12.0,12,4.0,5.0,3.0,2.0,0,Pathfinder Bestiary 3,-1
2502,4.0,6.0,3.0,4.0,6.0,3.0,25.0,100,17.0,12.0,15.0,17.0,0,Pathfinder Bestiary 3,7
2503,3.0,6.0,6.0,7.0,3.0,3.0,28.0,180,17.0,22.0,20.0,21.0,0,Pathfinder Bestiary 3,10
2504,1.0,4.0,2.0,1.0,1.0,2.0,16.0,14,6.0,5.0,9.0,6.0,0,Pathfinder Bestiary 3,1
2513,4.0,5.0,2.0,-1.0,1.0,0.0,22.0,78,10.0,11.0,14.0,10.0,0,Pathfinder Bestiary 3,5
2505,7.0,2.0,6.0,2.0,5.0,4.0,31.0,195,21.0,23.0,17.0,22.0,1,Pathfinder Bestiary 3,11
2506,0.0,4.0,2.0,-4.0,2.0,-3.0,16.0,20,8.0,8.0,10.0,6.0,0,Pathfinder Bestiary 3,2
2507,-2.0,3.0,0.0,-4.0,2.0,0.0,17.0,5,7.0,5.0,6.0,3.0,0,Pathfinder Bestiary 3,-1
2508,3.0,3.0,4.0,2.0,5.0,3.0,23.0,95,17.0,14.0,11.0,17.0,0,Pathfinder Bestiary 3,6
2512,3.0,4.0,3.0,-5.0,2.0,1.0,18.0,30,8.0,9.0,10.0,6.0,0,Pathfinder Bestiary 3,2
2511,3.0,4.0,3.0,2.0,3.0,4.0,18.0,30,9.0,7.0,8.0,9.0,0,Pathfinder Bestiary 3,2
2510,4.0,4.0,6.0,-5.0,0.0,-5.0,25.0,155,15.0,19.0,17.0,15.0,0,Pathfinder Bestiary 3,9
2490,4.0,5.0,4.0,2.0,3.0,6.0,26.0,140,18.0,17.0,18.0,20.0,0,Pathfinder Bestiary 3,9
2473,-1.0,3.0,4.0,-5.0,1.0,-4.0,20.0,60,12.0,15.0,12.0,8.0,0,Pathfinder Bestiary 3,5
2488,4.0,5.0,4.0,0.0,3.0,3.0,24.0,90,13.0,14.0,15.0,13.0,0,Pathfinder Bestiary 3,6
2515,5.0,1.0,3.0,-1.0,2.0,1.0,17.0,36,8.0,11.0,7.0,6.0,0,Pathfinder Bestiary 3,2
2484,0.0,4.0,3.0,-4.0,1.0,0.0,15.0,30,4.0,6.0,9.0,4.0,0,Pathfinder Bestiary 3,1
2483,7.0,3.0,7.0,2.0,4.0,4.0,25.0,395,22.0,25.0,21.0,20.0,1,Pathfinder Bestiary 3,12
2482,-3.0,3.0,0.0,0.0,2.0,3.0,15.0,10,6.0,2.0,7.0,6.0,0,Pathfinder Bestiary 3,-1
2481,4.0,2.0,3.0,0.0,3.0,2.0,20.0,75,11.0,13.0,10.0,11.0,0,Pathfinder Bestiary 3,4
2480,4.0,3.0,2.0,2.0,2.0,1.0,27.0,135,16.0,16.0,17.0,14.0,0,Pathfinder Bestiary 3,8
2479,6.0,8.0,4.0,8.0,6.0,4.0,37.0,216,27.0,23.0,27.0,29.0,0,Pathfinder Bestiary 3,15
2478,5.0,7.0,3.0,7.0,5.0,3.0,30.0,135,19.0,17.0,21.0,19.0,0,Pathfinder Bestiary 3,10
2477,8.0,3.0,2.0,1.0,5.0,8.0,35.0,315,25.0,22.0,25.0,27.0,0,Pathfinder Bestiary 3,14
2476,-5.0,5.0,4.0,5.0,5.0,5.0,30.0,240,27.0,24.0,19.0,25.0,0,Pathfinder Bestiary 3,14
2475,5.0,3.0,2.0,-2.0,2.0,0.0,21.0,60,10.0,10.0,13.0,10.0,0,Pathfinder Bestiary 3,4
2474,-5.0,6.0,0.0,4.0,8.0,6.0,36.0,255,31.0,23.0,27.0,29.0,0,Pathfinder Bestiary 3,15
2489,3.0,5.0,3.0,2.0,4.0,7.0,24.0,105,15.0,12.0,16.0,17.0,1,Pathfinder Bestiary 3,7
2472,5.0,3.0,4.0,-4.0,3.0,0.0,18.0,50,10.0,9.0,10.0,8.0,0,Pathfinder Bestiary 3,3
2471,4.0,5.0,3.0,3.0,2.0,0.0,22.0,85,11.0,12.0,14.0,11.0,0,Pathfinder Bestiary 3,5
2470,4.0,1.0,3.0,-1.0,2.0,1.0,18.0,28,8.0,9.0,7.0,6.0,0,Pathfinder Bestiary 3,2
2469,4.0,3.0,4.0,-1.0,2.0,0.0,20.0,70,10.0,14.0,9.0,10.0,0,Pathfinder Bestiary 3,4
2468,4.0,0.0,2.0,0.0,1.0,3.0,18.0,28,7.0,8.0,6.0,7.0,0,Pathfinder Bestiary 3,2
2467,7.0,6.0,6.0,3.0,5.0,6.0,31.0,165,24.0,23.0,21.0,20.0,1,Pathfinder Bestiary 3,11
2466,2.0,5.0,4.0,2.0,4.0,5.0,26.0,90,15.0,13.0,18.0,15.0,0,Pathfinder Bestiary 3,7
2465,5.0,3.0,4.0,-4.0,0.0,1.0,18.0,50,9.0,11.0,10.0,5.0,0,Pathfinder Bestiary 3,3
2464,7.0,5.0,3.0,5.0,6.0,3.0,29.0,190,22.0,17.0,19.0,22.0,0,Pathfinder Bestiary 3,10
2463,0.0,3.0,0.0,-4.0,2.0,0.0,14.0,9,6.0,2.0,7.0,4.0,0,Pathfinder Bestiary 3,-1
2462,0.0,4.0,0.0,-4.0,2.0,0.0,16.0,20,8.0,6.0,10.0,6.0,0,Pathfinder Bestiary 3,2
2486,0.0,5.0,0.0,2.0,5.0,3.0,20.0,59,14.0,8.0,13.0,11.0,0,Pathfinder Bestiary 3,4
2487,8.0,6.0,8.0,4.0,5.0,7.0,34.0,225,24.0,25.0,23.0,24.0,0,Pathfinder Bestiary 3,13
2485,10.0,5.0,7.0,-4.0,4.0,8.0,45.0,500,33.0,38.0,34.0,33.0,0,Pathfinder Bestiary 3,21
2516,-2.0,3.0,1.0,4.0,4.0,0.0,18.0,45,11.0,6.0,10.0,11.0,0,Pathfinder Bestiary 3,3
2424,3.0,3.0,1.0,0.0,4.0,-1.0,18.0,40,11.0,8.0,8.0,11.0,0,Pathfinder Bestiary 3,3
2518,-5.0,6.0,0.0,2.0,-2.0,7.0,29.0,145,15.0,17.0,23.0,21.0,0,Pathfinder Bestiary 3,11
2550,7.0,5.0,5.0,-5.0,2.0,-5.0,29.0,285,20.0,21.0,19.0,14.0,0,Pathfinder Bestiary 3,10
2551,3.0,4.0,1.0,-5.0,1.0,2.0,19.0,50,8.0,8.0,11.0,6.0,0,Pathfinder Bestiary 3,3
2552,7.0,2.0,6.0,2.0,3.0,4.0,27.0,240,22.0,25.0,19.0,20.0,0,Pathfinder Bestiary 3,13
2553,5.0,4.0,5.0,1.0,2.0,3.0,24.0,120,14.0,17.0,14.0,10.0,0,Pathfinder Bestiary 3,6
2554,4.0,3.0,3.0,-4.0,0.0,0.0,17.0,30,6.0,11.0,9.0,4.0,0,Pathfinder Bestiary 3,2
2555,5.0,4.0,3.0,-4.0,1.0,0.0,20.0,60,11.0,13.0,12.0,7.0,0,Pathfinder Bestiary 3,4
2556,10.0,4.0,9.0,8.0,6.0,8.0,46.0,540,36.0,37.0,34.0,35.0,1,Pathfinder Bestiary 3,21
2557,2.0,1.0,3.0,-4.0,2.0,0.0,14.0,10,5.0,7.0,5.0,3.0,0,Pathfinder Bestiary 3,-1
2558,6.0,2.0,6.0,-2.0,4.0,0.0,22.0,155,15.0,19.0,11.0,15.0,0,Pathfinder Bestiary 3,7
2559,5.0,7.0,5.0,4.0,6.0,4.0,32.0,213,24.0,21.0,25.0,22.0,0,Pathfinder Bestiary 3,12
2560,5.0,4.0,4.0,-1.0,3.0,6.0,27.0,197,16.0,19.0,17.0,14.0,0,Pathfinder Bestiary 3,9
2561,8.0,6.0,7.0,5.0,6.0,-3.0,36.0,245,27.0,30.0,25.0,25.0,0,Pathfinder Bestiary 3,15
2562,7.0,3.0,6.0,3.0,7.0,4.0,32.0,255,25.0,22.0,19.0,25.0,1,Pathfinder Bestiary 3,12
2563,-2.0,3.0,0.0,-1.0,2.0,2.0,18.0,28,8.0,5.0,10.0,7.0,0,Pathfinder Bestiary 3,3
2564,-2.0,3.0,0.0,-1.0,2.0,1.0,15.0,8,6.0,2.0,7.0,4.0,0,Pathfinder Bestiary 3,-1
2565,5.0,7.0,6.0,2.0,7.0,8.0,35.0,370,30.0,25.0,28.0,30.0,0,Pathfinder Bestiary 3,15
2566,4.0,1.0,3.0,1.0,3.0,-1.0,19.0,45,10.0,12.0,6.0,8.0,0,Pathfinder Bestiary 3,3
2567,1.0,4.0,3.0,-5.0,2.0,0.0,18.0,30,9.0,10.0,9.0,7.0,0,Pathfinder Bestiary 3,3
2568,1.0,3.0,2.0,-5.0,2.0,0.0,15.0,7,8.0,4.0,7.0,4.0,0,Pathfinder Bestiary 3,-1
2569,8.0,4.0,5.0,4.0,4.0,5.0,35.0,190,24.0,25.0,24.0,26.0,0,Pathfinder Bestiary 3,14
2570,2.0,6.0,4.0,-5.0,3.0,-5.0,26.0,87,16.0,17.0,15.0,12.0,0,Pathfinder Bestiary 3,7
2571,7.0,5.0,5.0,-4.0,4.0,-2.0,27.0,137,18.0,17.0,19.0,14.0,0,Pathfinder Bestiary 3,8
2572,7.0,0.0,5.0,-5.0,2.0,0.0,27.0,140,17.0,20.0,13.0,17.0,0,Pathfinder Bestiary 3,9
2573,10.0,8.0,6.0,5.0,7.0,8.0,43.0,390,32.0,29.0,32.0,35.0,1,Pathfinder Bestiary 3,19
2574,5.0,3.0,4.0,1.0,2.0,1.0,23.0,99,12.0,16.0,11.0,12.0,0,Pathfinder Bestiary 3,6
2575,7.0,5.0,5.0,3.0,4.0,5.0,33.0,215,22.0,24.0,20.0,23.0,0,Pathfinder Bestiary 3,12
2576,1.0,4.0,0.0,1.0,3.0,0.0,19.0,16,6.0,5.0,9.0,8.0,0,Pathfinder Bestiary 3,1
2461,7.0,4.0,6.0,-4.0,2.0,0.0,27.0,172,15.0,21.0,15.0,17.0,0,Pathfinder Bestiary 3,9
2549,8.0,9.0,3.0,6.0,5.0,4.0,39.0,290,29.0,25.0,33.0,27.0,0,Pathfinder Bestiary 3,16
2548,5.0,2.0,4.0,-5.0,2.0,-2.0,23.0,125,12.0,16.0,12.0,10.0,0,Pathfinder Bestiary 3,6
2547,8.0,10.0,8.0,-1.0,6.0,2.0,41.0,280,33.0,33.0,35.0,29.0,0,Pathfinder Bestiary 3,19
2519,8.0,5.0,8.0,4.0,4.0,6.0,34.0,350,24.0,28.0,23.0,20.0,1,Pathfinder Bestiary 3,14
2520,1.0,2.0,0.0,-5.0,2.0,0.0,15.0,7,6.0,4.0,6.0,4.0,0,Pathfinder Bestiary 3,-1
2521,4.0,1.0,3.0,0.0,0.0,3.0,24.0,75,8.0,14.0,8.0,11.0,2,Pathfinder Bestiary 3,4
2522,3.0,5.0,1.0,3.0,2.0,3.0,21.0,45,10.0,9.0,11.0,10.0,0,Pathfinder Bestiary 3,4
2523,5.0,0.0,3.0,-5.0,1.0,-2.0,18.0,90,7.0,11.0,8.0,9.0,0,Pathfinder Bestiary 3,4
2524,6.0,3.0,4.0,-1.0,4.0,0.0,27.0,115,18.0,18.0,13.0,16.0,0,Pathfinder Bestiary 3,8
2525,0.0,4.0,1.0,0.0,3.0,4.0,16.0,22,8.0,4.0,9.0,7.0,0,Pathfinder Bestiary 3,1
2526,2.0,2.0,3.0,1.0,4.0,3.0,15.0,25,10.0,7.0,5.0,9.0,0,Pathfinder Bestiary 3,1
2527,5.0,3.0,4.0,4.0,2.0,5.0,22.0,80,11.0,13.0,12.0,11.0,0,Pathfinder Bestiary 3,5
2528,2.0,4.0,0.0,1.0,3.0,1.0,19.0,35,10.0,7.0,11.0,10.0,0,Pathfinder Bestiary 3,3
2529,-2.0,4.0,2.0,0.0,3.0,2.0,17.0,20,8.0,5.0,9.0,6.0,1,Pathfinder Bestiary 3,1
2530,5.0,3.0,4.0,-5.0,2.0,0.0,31.0,180,17.0,21.0,18.0,19.0,0,Pathfinder Bestiary 3,11
2531,6.0,3.0,5.0,-5.0,0.0,0.0,22.0,95,12.0,16.0,14.0,7.0,0,Pathfinder Bestiary 3,5
2517,2.0,4.0,3.0,0.0,3.0,1.0,19.0,45,10.0,8.0,11.0,8.0,0,Pathfinder Bestiary 3,3
2532,5.0,4.0,3.0,-3.0,3.0,1.0,24.0,75,17.0,13.0,16.0,11.0,0,Pathfinder Bestiary 3,6
2534,7.0,-5.0,7.0,-5.0,0.0,-5.0,14.0,220,9.0,18.0,6.0,11.0,0,Pathfinder Bestiary 3,7
2535,-3.0,6.0,4.0,8.0,4.0,5.0,34.0,190,24.0,22.0,26.0,26.0,0,Pathfinder Bestiary 3,14
2536,-3.0,6.0,4.0,8.0,4.0,5.0,34.0,190,24.0,22.0,26.0,26.0,0,Pathfinder Bestiary 3,14
2537,6.0,3.0,5.0,3.0,5.0,7.0,29.0,170,19.0,19.0,17.0,21.0,0,Pathfinder Bestiary 3,10
2538,4.0,2.0,5.0,-5.0,1.0,-3.0,22.0,70,10.0,16.0,11.0,10.0,0,Pathfinder Bestiary 3,5
2539,-1.0,3.0,3.0,-5.0,0.0,-4.0,17.0,28,6.0,11.0,9.0,6.0,0,Pathfinder Bestiary 3,2
2540,-1.0,3.0,2.0,-4.0,1.0,0.0,16.0,16,6.0,5.0,8.0,4.0,0,Pathfinder Bestiary 3,1
2541,0.0,2.0,3.0,1.0,-1.0,4.0,16.0,19,4.0,8.0,7.0,4.0,0,Pathfinder Bestiary 3,1
2542,3.0,3.0,0.0,1.0,4.0,0.0,18.0,28,10.0,6.0,7.0,10.0,0,Pathfinder Bestiary 3,2
2543,4.0,3.0,3.0,1.0,5.0,0.0,21.0,50,13.0,11.0,9.0,13.0,0,Pathfinder Bestiary 3,4
2544,4.0,2.0,4.0,2.0,3.0,4.0,21.0,95,12.0,15.0,9.0,12.0,0,Pathfinder Bestiary 3,5
2545,4.0,2.0,3.0,3.0,1.0,4.0,18.0,55,8.0,10.0,9.0,8.0,0,Pathfinder Bestiary 3,3
2546,2.0,4.0,0.0,0.0,3.0,0.0,18.0,24,9.0,6.0,10.0,7.0,0,Pathfinder Bestiary 3,2
2533,0.0,3.0,2.0,-4.0,1.0,0.0,15.0,7,5.0,4.0,7.0,3.0,0,Pathfinder Bestiary 3,-1
2460,7.0,5.0,6.0,-2.0,5.0,7.0,29.0,160,21.0,22.0,17.0,19.0,1,Pathfinder Bestiary 3,10
2456,4.0,8.0,1.0,7.0,4.0,2.0,34.0,275,23.0,20.0,27.0,23.0,0,Pathfinder Bestiary 3,13
2458,9.0,6.0,5.0,-5.0,0.0,-5.0,40.0,220,26.0,27.0,30.0,24.0,0,Pathfinder Bestiary 3,16
2372,2.0,4.0,3.0,-4.0,2.0,0.0,18.0,30,8.0,7.0,10.0,6.0,0,Pathfinder Bestiary 3,2
2373,6.0,2.0,4.0,-4.0,2.0,0.0,21.0,114,13.0,15.0,9.0,9.0,0,Pathfinder Bestiary 3,5
2374,4.0,2.0,3.0,-4.0,2.0,0.0,17.0,35,8.0,11.0,8.0,5.0,0,Pathfinder Bestiary 3,2
2375,5.0,0.0,3.0,-4.0,2.0,0.0,21.0,63,12.0,11.0,8.0,10.0,0,Pathfinder Bestiary 3,4
2376,4.0,2.0,4.0,-4.0,2.0,0.0,18.0,32,8.0,10.0,8.0,6.0,0,Pathfinder Bestiary 3,2
2377,4.0,3.0,4.0,-4.0,1.0,3.0,19.0,58,10.0,11.0,10.0,6.0,0,Pathfinder Bestiary 3,3
2378,3.0,4.0,3.0,-4.0,1.0,0.0,16.0,21,6.0,8.0,9.0,4.0,0,Pathfinder Bestiary 3,1
2379,3.0,2.0,4.0,-4.0,1.0,-1.0,18.0,50,12.0,13.0,9.0,6.0,0,Pathfinder Bestiary 3,3
2380,6.0,5.0,6.0,3.0,7.0,3.0,33.0,210,25.0,22.0,19.0,25.0,0,Pathfinder Bestiary 3,12
2381,6.0,4.0,6.0,3.0,4.0,3.0,27.0,160,18.0,20.0,16.0,12.0,0,Pathfinder Bestiary 3,8
2371,0.0,1.0,3.0,0.0,2.0,4.0,18.0,45,9.0,8.0,8.0,11.0,0,Pathfinder Bestiary 3,3
2382,-5.0,6.0,4.0,2.0,3.0,5.0,27.0,160,18.0,19.0,21.0,16.0,0,Pathfinder Bestiary 3,9
2384,12.0,9.0,11.0,7.0,10.0,8.0,51.0,525,42.0,43.0,39.0,42.0,1,Pathfinder Bestiary 3,21
2385,1.0,3.0,3.0,1.0,2.0,-2.0,15.0,9,6.0,5.0,7.0,4.0,0,Pathfinder Bestiary 3,-1
