,str,dex,con,int,wis,cha,ac,hp,fortitude,reflex,will,num_immunities,land_speed,fly,spells_nr_lvl_1,spells_nr_lvl_2,spells_nr_lvl_3,spells_nr_lvl_4,spells_nr_lvl_5,spells_nr_lvl_6,spells_nr_lvl_7,spells_nr_lvl_8,spells_nr_lvl_9,melee_max_bonus,avg_melee_dmg,ranged_max_bonus,avg_ranged_dmg,max_spell_lvl,spell_dc,spell_attack,book,level
1264,3.0,3.0,2.0,0.0,4.0,0.0,22.0,75,11.0,12.0,15.0,0,25.0,0,6,2,1,0,0,0,0,0,0,13,8.5,0,0.0,3,21,13,Pathfinder Kingmaker,5
1265,7.0,2.0,5.0,0.0,5.0,3.0,27.0,210,21.0,16.0,19.0,2,5.0,0,0,0,0,0,0,0,0,0,0,23,26.0,19,10.5,0,0,0,Pathfinder Kingmaker,10
1266,6.0,3.0,4.0,-2.0,4.0,0.0,27.0,135,18.0,13.0,16.0,2,20.0,60,0,0,0,0,0,0,0,0,0,20,20.0,0,0.0,0,0,0,Pathfinder Kingmaker,8
1301,5.0,6.0,5.0,5.0,6.0,9.0,40.0,290,25.0,30.0,28.0,0,25.0,0,3,5,2,2,2,2,2,2,0,29,35.5,0,0.0,8,39,26,Pathfinder Kingmaker,16
1302,6.0,4.0,2.0,-5.0,3.0,0.0,27.0,165,17.0,21.0,14.0,0,20.0,60,0,0,0,0,0,0,0,0,0,20,22.0,0,0.0,0,0,0,Pathfinder Kingmaker,9
1303,6.0,2.0,4.0,-1.0,4.0,0.0,27.0,140,18.0,16.0,16.0,3,20.0,50,0,0,0,0,0,0,0,0,0,20,15.0,0,0.0,0,0,0,Pathfinder Kingmaker,8
1304,0.0,1.0,2.0,4.0,2.0,3.0,18.0,1,11.0,8.0,13.0,0,25.0,0,5,2,2,0,0,0,0,0,0,10,2.5,0,0.0,3,22,14,Pathfinder Kingmaker,6
1334,8.0,1.0,5.0,2.0,2.0,2.0,31.0,200,22.0,16.0,21.0,0,45.0,0,0,0,0,0,0,0,0,0,0,24,25.0,0,0.0,0,0,0,Pathfinder Kingmaker,12
1335,8.0,5.0,6.0,-3.0,5.0,-1.0,34.0,240,25.0,24.0,22.0,0,25.0,0,0,0,0,0,0,0,0,0,0,27,30.5,0,0.0,0,0,0,Pathfinder Kingmaker,13
1336,8.0,5.0,5.0,-3.0,5.0,0.0,30.0,275,27.0,25.0,23.0,0,20.0,0,0,0,0,0,0,0,0,0,0,30,27.5,0,0.0,0,0,0,Pathfinder Kingmaker,14
1337,-3.0,6.0,3.0,0.0,6.0,0.0,28.0,100,13.0,20.0,16.0,0,10.0,40,0,0,0,0,0,0,0,0,0,20,3.5,0,0.0,0,0,0,Pathfinder Kingmaker,8
1338,3.0,5.0,3.0,2.0,4.0,-1.0,33.0,220,21.0,25.0,22.0,0,30.0,0,3,2,0,0,0,0,0,0,0,26,13.0,0,0.0,2,30,22,Pathfinder Kingmaker,12
1339,8.0,5.0,6.0,4.0,5.0,5.0,47.0,450,38.0,35.0,35.0,3,70.0,180,3,4,3,4,2,3,3,3,3,39,36.0,0,0.0,10,44,36,Pathfinder Kingmaker,21
1340,0.0,4.0,2.0,5.0,3.0,2.0,33.0,210,21.0,23.0,22.0,0,25.0,0,6,5,6,6,2,3,0,0,0,24,8.0,21,5.5,6,33,23,Pathfinder Kingmaker,12
1341,10.0,5.0,6.0,0.0,7.0,6.0,43.0,400,34.0,31.0,35.0,0,40.0,0,0,0,0,0,0,0,0,0,0,38,36.0,0,0.0,0,0,0,Pathfinder Kingmaker,20
1342,8.0,6.0,6.0,0.0,5.0,4.0,34.0,235,25.0,21.0,20.0,0,25.0,0,0,0,0,0,0,0,0,0,0,27,24.5,0,0.0,0,0,0,Pathfinder Kingmaker,13
1343,10.0,6.0,9.0,2.0,8.0,6.0,44.0,440,37.0,32.0,34.0,0,35.0,0,0,0,0,1,1,0,2,0,1,35,56.5,0,0.0,9,40,31,Pathfinder Kingmaker,20
1344,6.0,4.0,4.0,2.0,4.0,4.0,25.0,92,15.0,15.0,17.0,0,40.0,0,2,2,3,2,4,2,0,1,0,17,17.0,0,0.0,8,23,15,Pathfinder Kingmaker,7
1345,3.0,5.0,2.0,1.0,3.0,4.0,36.0,260,23.0,27.0,24.0,0,25.0,0,0,0,0,0,0,0,0,0,0,29,18.0,0,0.0,0,0,0,Pathfinder Kingmaker,14
1346,-2.0,4.0,2.0,-4.0,4.0,2.0,29.0,60,17.0,21.0,19.0,0,30.0,0,0,0,0,0,0,0,0,0,0,19,3.5,0,0.0,0,0,0,Pathfinder Kingmaker,9
1347,-5.0,4.0,2.0,2.0,4.0,2.0,25.0,120,15.0,19.0,19.0,6,0.0,25,0,0,0,0,0,3,0,0,0,19,19.0,0,0.0,6,0,0,Pathfinder Kingmaker,9
1350,5.0,1.0,3.0,0.0,2.0,0.0,17.0,25,12.0,6.0,9.0,0,30.0,0,0,0,0,0,0,0,0,0,0,10,12.5,0,0.0,0,0,0,Pathfinder Kingmaker,3
1351,10.0,6.0,8.0,4.0,6.0,8.0,43.0,360,35.0,31.0,33.0,1,30.0,0,0,0,0,0,0,0,0,0,0,37,35.5,35,29.0,0,0,0,Pathfinder Kingmaker,19
1352,8.0,4.0,6.0,0.0,4.0,4.0,37.0,270,29.0,25.0,25.0,1,30.0,0,0,0,0,0,0,0,0,0,0,29,31.0,29,29.5,0,0,0,Pathfinder Kingmaker,15
1353,8.0,5.0,4.0,2.0,5.0,4.0,37.0,255,24.0,25.0,27.0,6,25.0,0,0,0,0,0,0,0,0,0,0,30,33.0,27,20.0,0,0,0,Pathfinder Kingmaker,14
1354,1.0,4.0,3.0,0.0,3.0,1.0,21.0,85,11.0,14.0,17.0,0,25.0,0,5,2,1,0,0,0,0,0,0,11,5.5,11,5.5,3,22,14,Pathfinder Kingmaker,5
1333,8.0,4.0,5.0,-2.0,5.0,0.0,36.0,260,28.0,23.0,26.0,0,35.0,0,1,2,0,0,0,0,0,0,0,30,23.0,30,23.0,2,31,23,Pathfinder Kingmaker,14
1480,9.0,5.0,6.0,-2.0,5.0,4.0,41.0,380,32.0,30.0,30.0,0,25.0,50,0,0,0,0,0,0,0,0,0,35,33.5,0,0.0,0,0,0,Pathfinder Kingmaker,18
1331,4.0,2.0,4.0,1.0,0.0,1.0,21.0,80,15.0,11.0,9.0,0,25.0,0,0,0,0,0,0,0,0,0,0,14,9.5,13,1.0,0,0,0,Pathfinder Kingmaker,5
1329,2.0,0.0,2.0,0.0,0.0,1.0,15.0,17,6.0,7.0,4.0,0,25.0,0,0,0,0,0,0,0,0,0,0,6,4.5,7,4.5,0,0,0,Pathfinder Kingmaker,0
1305,0.0,8.0,5.0,4.0,5.0,8.0,35.0,210,22.0,27.0,24.0,1,25.0,0,1,1,0,1,2,1,0,0,0,23,21.0,0,0.0,6,33,25,Pathfinder Kingmaker,13
1309,2.0,3.0,2.0,0.0,2.0,4.0,22.0,120,13.0,16.0,15.0,0,25.0,0,8,5,6,2,0,0,0,0,0,14,10.5,0,0.0,4,25,17,Pathfinder Kingmaker,7
1310,7.0,-5.0,7.0,-5.0,0.0,-5.0,20.0,300,26.0,11.0,16.0,7,20.0,0,0,0,0,0,0,0,0,0,0,26,30.0,0,0.0,0,0,0,Pathfinder Kingmaker,12
1311,10.0,6.0,9.0,2.0,8.0,8.0,44.0,460,37.0,32.0,34.0,0,35.0,0,0,0,0,1,1,0,1,1,1,38,46.0,38,28.0,10,42,34,Pathfinder Kingmaker,20
1312,6.0,6.0,9.0,4.0,6.0,8.0,42.0,350,35.0,30.0,28.0,0,35.0,0,1,1,0,1,1,0,1,0,1,35,34.5,0,0.0,9,40,32,Pathfinder Kingmaker,18
1313,-5.0,5.0,0.0,4.0,5.0,8.0,32.0,175,19.0,22.0,24.0,7,0.0,30,0,1,1,2,2,0,1,0,0,27,31.5,0,0.0,7,32,22,Pathfinder Kingmaker,13
1315,0.0,4.0,2.0,5.0,4.0,6.0,43.0,355,31.0,31.0,35.0,0,25.0,0,7,4,6,5,5,3,3,3,3,31,17.5,0,0.0,10,41,36,Pathfinder Kingmaker,19
1316,6.0,1.0,6.0,-3.0,3.0,2.0,26.0,188,21.0,14.0,18.0,0,20.0,0,0,0,0,0,0,0,0,0,0,21,22.0,0,0.0,0,0,0,Pathfinder Kingmaker,9
1317,4.0,6.0,4.0,0.0,5.0,2.0,36.0,315,25.0,28.0,25.0,0,25.0,0,0,0,0,0,0,0,0,0,0,28,19.0,30,19.0,0,0,0,Pathfinder Kingmaker,14
1318,6.0,9.0,5.0,2.0,6.0,2.0,39.0,222,27.0,31.0,28.0,0,25.0,40,0,0,0,0,0,0,0,0,0,32,22.5,0,0.0,0,0,0,Pathfinder Kingmaker,16
1319,8.0,4.0,6.0,4.0,4.0,6.0,36.0,225,28.0,24.0,24.0,0,30.0,30,1,3,1,1,1,0,0,0,0,30,18.5,28,8.5,5,36,28,Pathfinder Kingmaker,14
1320,-5.0,4.0,0.0,4.0,6.0,6.0,35.0,210,23.0,27.0,29.0,6,0.0,30,0,0,0,0,0,0,0,0,0,27,29.5,0,0.0,0,0,0,Pathfinder Kingmaker,15
1321,4.0,4.0,3.0,-5.0,2.0,-4.0,18.0,28,8.0,11.0,7.0,0,30.0,0,0,0,0,0,0,0,0,0,0,11,8.5,0,0.0,0,0,0,Pathfinder Kingmaker,2
1323,4.0,2.0,2.0,-4.0,2.0,-1.0,18.0,53,10.0,12.0,7.0,0,40.0,40,0,0,0,0,0,0,0,0,0,11,11.5,0,0.0,0,0,0,Pathfinder Kingmaker,4
1324,1.0,4.0,3.0,0.0,1.0,3.0,18.0,35,7.0,10.0,5.0,0,20.0,0,1,1,0,0,0,0,0,0,0,7,7.5,10,7.5,2,16,8,Pathfinder Kingmaker,2
1325,1.0,2.0,1.0,3.0,2.0,4.0,23.0,110,12.0,15.0,18.0,0,25.0,0,5,3,3,2,0,0,0,0,0,16,7.5,15,7.5,4,25,17,Pathfinder Kingmaker,7
1326,5.0,-1.0,4.0,-2.0,0.0,-2.0,17.0,28,11.0,6.0,5.0,0,25.0,0,0,0,0,0,0,0,0,0,0,12,12.5,0,0.0,0,0,0,Pathfinder Kingmaker,2
1327,3.0,2.0,4.0,0.0,0.0,4.0,21.0,95,13.0,13.0,11.0,0,30.0,0,4,2,2,0,0,0,0,0,0,12,14.0,0,0.0,3,22,14,Pathfinder Kingmaker,5
1328,5.0,4.0,3.0,1.0,-1.0,4.0,33.0,220,23.0,25.0,18.0,0,25.0,0,0,0,0,0,0,0,0,0,0,26,20.0,23,10.5,0,0,0,Pathfinder Kingmaker,12
1330,6.0,2.0,6.0,0.0,2.0,4.0,26.0,190,20.0,14.0,16.0,0,30.0,0,0,0,0,0,0,0,0,0,0,21,17.0,0,0.0,0,0,0,Pathfinder Kingmaker,8
1482,7.0,4.0,5.0,0.0,7.0,4.0,32.0,220,23.0,20.0,25.0,2,25.0,0,7,5,3,3,2,2,0,0,0,32,18.5,32,18.5,6,36,26,Pathfinder Kingmaker,12
1481,-5.0,3.0,2.0,5.0,2.0,4.0,28.0,150,19.0,20.0,19.0,6,0.0,25,0,0,0,0,0,0,0,0,0,21,23.0,0,0.0,0,0,0,Pathfinder Kingmaker,11
695,8.0,4.0,5.0,3.0,4.0,6.0,38.0,255,27.0,24.0,24.0,6,25.0,0,0,0,0,0,0,0,0,0,0,29,24.5,25,22.5,0,0,0,Pathfinder Book of the Dead,14
704,5.0,7.0,4.0,0.0,5.0,3.0,31.0,190,18.0,21.0,21.0,5,30.0,0,2,0,1,0,1,0,0,0,0,23,22.0,23,16.0,5,29,21,Pathfinder Book of the Dead,10
705,5.0,2.0,4.0,-1.0,2.0,0.0,22.0,76,15.0,9.0,13.0,5,20.0,0,0,0,0,0,0,0,0,0,0,14,14.0,11,14.0,0,0,0,Pathfinder Book of the Dead,5
706,2.0,4.0,3.0,0.0,1.0,1.0,20.0,56,10.0,14.0,10.0,0,25.0,0,0,0,0,0,0,0,0,0,0,14,9.0,0,0.0,0,0,0,Pathfinder Book of the Dead,4
707,3.0,4.0,3.0,1.0,1.0,3.0,18.0,32,7.0,10.0,7.0,5,25.0,0,0,0,0,0,0,0,0,0,0,10,7.5,0,0.0,0,0,0,Pathfinder Book of the Dead,2
708,-5.0,10.0,10.0,7.0,7.0,6.0,45.0,330,34.0,36.0,31.0,6,0.0,40,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Pathfinder Book of the Dead,20
709,4.0,5.0,3.0,1.0,2.0,4.0,24.0,95,13.0,17.0,12.0,5,25.0,0,0,0,0,0,0,0,0,0,0,17,14.0,18,6.5,0,0,0,Pathfinder Book of the Dead,6
710,-5.0,7.0,1.0,2.0,2.0,5.0,32.0,165,19.0,23.0,20.0,6,0.0,60,0,0,0,0,0,0,0,0,0,25,18.0,0,0.0,0,0,0,Pathfinder Book of the Dead,12
712,7.0,4.0,6.0,4.0,8.0,4.0,36.0,190,26.0,24.0,28.0,6,30.0,0,1,0,0,0,1,0,0,1,0,29,29.5,0,0.0,8,34,26,Pathfinder Book of the Dead,14
713,1.0,0.0,2.0,-4.0,3.0,-2.0,15.0,17,8.0,4.0,7.0,5,25.0,0,1,0,0,0,0,0,0,0,0,8,3.5,0,0.0,1,15,7,Pathfinder Book of the Dead,0
714,5.0,4.0,5.0,6.0,8.0,6.0,33.0,250,22.0,21.0,25.0,5,20.0,0,4,3,4,3,2,1,1,0,0,25,21.5,24,21.5,7,33,25,Pathfinder Book of the Dead,13
715,11.0,6.0,7.0,8.0,8.0,7.0,45.0,510,35.0,32.0,36.0,6,0.0,60,1,0,0,0,0,1,2,0,0,39,40.5,0,0.0,7,43,35,Pathfinder Book of the Dead,20
716,6.0,4.0,3.0,0.0,4.0,7.0,36.0,250,25.0,22.0,28.0,5,5.0,0,0,0,1,0,0,0,1,0,0,29,25.5,0,0.0,7,34,26,Pathfinder Book of the Dead,14
717,2.0,7.0,5.0,2.0,5.0,6.0,32.0,180,21.0,23.0,23.0,5,35.0,0,0,2,0,2,0,0,0,0,0,25,28.5,0,0.0,4,32,24,Pathfinder Book of the Dead,12
718,4.0,8.0,4.0,6.0,6.0,9.0,36.0,298,26.0,30.0,28.0,5,25.0,0,0,0,3,5,2,2,1,2,0,28,33.0,0,0.0,8,41,33,Pathfinder Book of the Dead,16
719,5.0,7.0,4.0,0.0,3.0,2.0,29.0,155,19.0,21.0,15.0,5,25.0,0,0,0,0,0,0,0,0,0,0,21,12.5,24,11.0,0,0,0,Pathfinder Book of the Dead,10
722,-5.0,6.0,2.0,1.0,5.0,6.0,24.0,100,12.0,18.0,19.0,6,0.0,35,0,0,0,0,0,0,0,0,0,20,17.5,0,0.0,0,0,0,Pathfinder Book of the Dead,8
723,0.0,4.0,2.0,-4.0,1.0,-1.0,16.0,6,4.0,8.0,3.0,5,40.0,0,0,0,0,0,0,0,0,0,0,8,2.5,0,0.0,0,0,0,Pathfinder Book of the Dead,-1
741,2.0,2.0,3.0,-5.0,0.0,0.0,17.0,16,6.0,7.0,5.0,5,25.0,0,0,0,0,0,0,0,0,0,0,9,4.5,9,4.5,0,0,0,Pathfinder Book of the Dead,1
740,2.0,4.0,0.0,-1.0,2.0,0.0,21.0,60,9.0,11.0,13.0,6,25.0,0,4,3,2,0,0,0,0,0,0,11,11.0,0,0.0,3,22,14,Pathfinder Book of the Dead,5
738,8.0,5.0,3.0,0.0,5.0,3.0,34.0,220,22.0,24.0,22.0,5,25.0,0,0,0,0,0,0,0,0,0,0,27,27.5,0,0.0,0,0,0,Pathfinder Book of the Dead,13
737,6.0,4.0,6.0,4.0,9.0,2.0,36.0,218,28.0,24.0,31.0,5,25.0,0,5,3,3,3,3,3,3,2,0,28,29.5,0,0.0,8,41,33,Pathfinder Book of the Dead,16
736,2.0,4.0,0.0,-1.0,0.0,2.0,16.0,30,6.0,10.0,8.0,7,0.0,30,0,0,0,0,0,0,0,0,0,11,8.5,0,0.0,0,0,0,Pathfinder Book of the Dead,2
734,2.0,4.0,3.0,-1.0,0.0,1.0,15.0,21,6.0,9.0,3.0,1,25.0,0,0,0,0,0,0,0,0,0,0,9,5.5,0,0.0,0,0,0,Pathfinder Book of the Dead,1
703,3.0,1.0,4.0,3.0,2.0,5.0,20.0,65,12.0,11.0,10.0,5,25.0,0,0,0,0,0,0,0,0,0,0,13,10.0,0,0.0,0,0,0,Pathfinder Book of the Dead,4
733,4.0,4.0,7.0,-5.0,3.0,2.0,32.0,160,25.0,22.0,19.0,7,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Pathfinder Book of the Dead,12
729,7.0,2.0,7.0,4.0,5.0,1.0,32.0,265,25.0,18.0,21.0,0,20.0,0,0,0,0,0,0,0,0,0,0,26,29.5,21,19.5,0,0,0,Pathfinder Book of the Dead,12
728,3.0,4.0,0.0,6.0,3.0,2.0,26.0,150,14.0,16.0,19.0,7,30.0,0,0,0,0,0,0,0,0,0,0,20,20.0,0,0.0,0,0,0,Pathfinder Book of the Dead,8
727,9.0,5.0,9.0,7.0,7.0,4.0,41.0,417,35.0,27.0,33.0,5,30.0,80,0,1,0,0,0,0,1,0,1,35,33.5,31,31.5,9,41,33,Pathfinder Book of the Dead,18
726,4.0,5.0,2.0,1.0,3.0,3.0,28.0,155,17.0,20.0,16.0,5,25.0,0,0,0,0,0,0,0,0,0,0,21,12.0,0,0.0,0,0,0,Pathfinder Book of the Dead,9
725,5.0,3.0,4.0,3.0,7.0,3.0,31.0,130,21.0,18.0,24.0,6,15.0,0,2,0,1,2,1,2,0,0,0,23,18.0,0,0.0,6,32,22,Pathfinder Book of the Dead,11
724,4.0,3.0,1.0,0.0,4.0,2.0,19.0,63,9.0,9.0,12.0,5,25.0,0,6,3,2,0,0,0,0,0,0,13,11.0,0,0.0,3,23,13,Pathfinder Book of the Dead,5
730,5.0,6.0,4.0,7.0,7.0,10.0,42.0,330,27.0,33.0,36.0,5,25.0,0,3,3,4,3,3,3,2,3,3,34,40.0,0,0.0,9,45,37,Pathfinder Book of the Dead,19
742,9.0,3.0,4.0,-5.0,2.0,-1.0,33.0,210,23.0,24.0,21.0,5,40.0,0,0,0,0,1,0,0,0,0,0,26,26.5,24,24.0,4,31,21,Pathfinder Book of the Dead,13
702,5.0,3.0,2.0,5.0,4.0,6.0,26.0,130,16.0,13.0,18.0,5,20.0,0,0,0,0,0,0,0,0,0,0,20,15.5,0,0.0,0,0,0,Pathfinder Book of the Dead,8
700,3.0,4.0,2.0,1.0,3.0,2.0,24.0,112,13.0,17.0,14.0,5,25.0,0,0,0,0,0,0,0,0,0,0,16,13.5,18,11.5,0,0,0,Pathfinder Book of the Dead,7
653,5.0,3.0,4.0,-5.0,2.0,-2.0,25.0,90,16.0,13.0,10.0,5,20.0,20,0,0,0,0,0,0,0,0,0,15,14.0,0,0.0,0,0,0,Pathfinder Book of the Dead,6
654,-5.0,7.0,3.0,5.0,5.0,7.0,30.0,175,18.0,24.0,22.0,5,0.0,30,3,1,2,0,0,0,0,0,1,24,24.0,0,0.0,9,30,22,Pathfinder Book of the Dead,11
658,2.0,5.0,2.0,1.0,2.0,5.0,22.0,50,9.0,14.0,14.0,5,25.0,0,1,0,1,1,0,0,0,0,0,14,14.0,0,0.0,4,22,14,Pathfinder Book of the Dead,5
659,5.0,6.0,4.0,3.0,2.0,4.0,27.0,125,16.0,20.0,12.0,5,30.0,0,0,0,0,0,0,0,0,0,0,20,15.0,0,0.0,0,0,0,Pathfinder Book of the Dead,8
661,6.0,3.0,4.0,2.0,6.0,5.0,27.0,165,14.0,15.0,18.0,5,0.0,40,1,1,1,0,0,0,0,0,0,20,17.0,0,0.0,3,26,18,Pathfinder Book of the Dead,8
663,4.0,3.0,3.0,-2.0,-1.0,0.0,19.0,65,10.0,12.0,4.0,6,25.0,0,0,0,0,0,0,0,0,0,0,12,11.0,11,10.0,0,0,0,Pathfinder Book of the Dead,3
664,7.0,3.0,5.0,-2.0,3.0,2.0,30.0,225,24.0,18.0,18.0,5,20.0,0,0,0,0,0,0,0,0,0,0,24,23.5,20,21.5,0,0,0,Pathfinder Book of the Dead,11
665,6.0,4.0,4.0,0.0,2.0,0.0,28.0,170,21.0,17.0,15.0,5,15.0,30,0,0,0,0,0,0,0,0,0,21,20.5,0,0.0,0,0,0,Pathfinder Book of the Dead,9
666,-5.0,8.0,2.0,3.0,4.0,5.0,35.0,228,22.0,28.0,24.0,6,60.0,60,1,1,1,0,0,0,1,0,0,30,27.5,0,0.0,7,34,26,Pathfinder Book of the Dead,14
667,1.0,2.0,0.0,1.0,4.0,2.0,17.0,36,7.0,7.0,11.0,5,25.0,0,6,0,0,0,0,0,0,0,0,10,9.5,0,0.0,1,19,11,Pathfinder Book of the Dead,3
668,2.0,4.0,0.0,1.0,6.0,4.0,23.0,87,13.0,13.0,17.0,5,25.0,0,5,3,2,2,0,0,0,0,0,15,13.5,0,0.0,4,25,17,Pathfinder Book of the Dead,7
669,3.0,1.0,-2.0,-2.0,4.0,2.0,17.0,40,6.0,7.0,10.0,5,20.0,0,0,0,0,0,0,0,0,0,0,11,7.5,0,0.0,0,0,0,Pathfinder Book of the Dead,2
672,6.0,4.0,4.0,-5.0,2.0,-1.0,26.0,130,16.0,14.0,12.0,5,20.0,40,0,0,0,0,0,0,0,0,0,20,17.0,0,0.0,0,0,0,Pathfinder Book of the Dead,8
673,9.0,6.0,7.0,0.0,5.0,5.0,38.0,275,27.0,30.0,27.0,5,25.0,0,0,0,0,0,0,0,0,0,0,33,30.5,0,0.0,0,0,0,Pathfinder Book of the Dead,16
676,4.0,5.0,4.0,-3.0,1.0,0.0,24.0,160,17.0,18.0,14.0,6,35.0,0,0,0,0,0,0,0,0,0,0,18,17.0,18,14.5,0,0,0,Pathfinder Book of the Dead,7
677,3.0,3.0,2.0,2.0,4.0,4.0,21.0,93,12.0,13.0,16.0,5,25.0,0,6,3,1,0,0,0,0,0,0,14,7.5,0,0.0,3,24,16,Pathfinder Book of the Dead,6
678,5.0,2.0,5.0,2.0,3.0,5.0,28.0,130,19.0,14.0,17.0,5,25.0,0,3,0,0,0,0,0,0,0,0,20,18.0,0,0.0,1,25,17,Pathfinder Book of the Dead,8
699,-5.0,5.0,0.0,4.0,5.0,4.0,23.0,60,12.0,17.0,15.0,6,0.0,25,0,0,0,0,0,0,0,0,0,17,13.0,0,0.0,0,0,0,Pathfinder Book of the Dead,6
698,2.0,6.0,0.0,8.0,4.0,6.0,35.0,250,21.0,27.0,27.0,5,25.0,0,4,3,4,4,3,4,4,3,0,27,22.5,0,0.0,8,39,31,Pathfinder Book of the Dead,15
697,7.0,8.0,6.0,-2.0,4.0,3.0,37.0,280,26.0,30.0,24.0,5,50.0,0,0,0,0,1,0,1,0,0,0,30,31.5,0,0.0,6,35,27,Pathfinder Book of the Dead,15
696,4.0,4.0,3.0,1.0,5.0,2.0,20.0,80,11.0,10.0,13.0,5,25.0,0,3,2,0,0,0,0,0,0,0,12,12.5,0,0.0,2,21,13,Pathfinder Book of the Dead,4
693,-5.0,6.0,4.0,0.0,2.0,5.0,27.0,125,19.0,19.0,15.0,6,0.0,60,0,0,0,0,0,0,0,0,0,21,23.0,0,0.0,0,0,0,Pathfinder Book of the Dead,9
691,5.0,1.0,2.0,2.0,2.0,5.0,21.0,85,13.0,10.0,13.0,5,30.0,0,0,0,0,0,0,0,0,0,0,15,13.0,0,0.0,0,0,0,Pathfinder Book of the Dead,5
701,4.0,3.0,3.0,-1.0,1.0,0.0,17.0,55,7.0,9.0,7.0,5,25.0,0,0,0,0,0,0,0,0,0,0,11,8.5,0,0.0,0,0,0,Pathfinder Book of the Dead,2
689,-5.0,6.0,0.0,2.0,3.0,5.0,26.0,100,14.0,18.0,15.0,6,0.0,25,0,0,0,0,0,0,0,0,0,20,18.0,20,15.0,0,0,0,Pathfinder Book of the Dead,8
687,-5.0,5.0,0.0,2.0,2.0,5.0,26.0,120,13.0,20.0,17.0,5,0.0,30,0,0,0,0,0,0,0,0,0,20,16.5,0,0.0,0,0,0,Pathfinder Book of the Dead,9
686,8.0,4.0,5.0,-3.0,3.0,3.0,33.0,230,26.0,21.0,24.0,5,25.0,0,0,0,0,0,0,0,0,0,0,27,27.5,0,0.0,0,0,0,Pathfinder Book of the Dead,13
685,8.0,4.0,5.0,2.0,4.0,5.0,37.0,280,28.0,25.0,27.0,5,25.0,0,0,0,0,0,0,0,0,0,0,31,27.5,0,0.0,0,0,0,Pathfinder Book of the Dead,15
683,-5.0,9.0,0.0,5.0,7.0,6.0,39.0,250,25.0,34.0,30.0,6,0.0,40,1,1,3,0,0,1,0,0,0,34,27.5,34,24.5,10,39,31,Pathfinder Book of the Dead,17
680,1.0,3.0,1.0,3.0,2.0,4.0,18.0,30,6.0,12.0,9.0,5,25.0,0,0,0,0,0,0,0,0,0,0,10,10.0,10,11.0,0,0,0,Pathfinder Book of the Dead,3
679,3.0,4.0,1.0,-3.0,3.0,0.0,16.0,18,4.0,9.0,6.0,5,15.0,25,0,0,0,0,0,0,0,0,0,9,5.5,0,0.0,0,0,0,Pathfinder Book of the Dead,1
688,7.0,3.0,7.0,2.0,2.0,5.0,27.0,215,21.0,17.0,14.0,5,30.0,0,0,0,0,0,0,0,0,0,0,23,19.0,19,20.5,0,0,0,Pathfinder Book of the Dead,10
743,3.0,7.0,3.0,3.0,5.0,0.0,29.0,175,17.0,21.0,19.0,5,25.0,30,0,1,0,0,0,0,0,0,0,23,19.5,0,0.0,2,26,16,Pathfinder Book of the Dead,10
732,4.0,2.0,2.0,-4.0,2.0,-1.0,15.0,22,9.0,7.0,5.0,5,30.0,0,0,0,0,0,0,0,0,0,0,9,5.5,0,0.0,0,0,0,Pathfinder Book of the Dead,1
746,1.0,5.0,1.0,0.0,4.0,1.0,22.0,80,10.0,14.0,11.0,5,15.0,40,0,0,0,0,0,0,0,0,0,14,14.0,0,0.0,0,0,0,Pathfinder Book of the Dead,5
745,8.0,4.0,6.0,6.0,6.0,7.0,37.0,335,25.0,25.0,31.0,5,40.0,0,1,2,1,1,0,1,1,0,0,31,31.0,0,0.0,7,36,28,Pathfinder Book of the Dead,15
768,3.0,1.0,2.0,-5.0,0.0,-2.0,13.0,35,6.0,3.0,2.0,5,20.0,0,0,0,0,0,0,0,0,0,0,7,6.5,0,0.0,0,0,0,Pathfinder Book of the Dead,0
766,7.0,0.0,5.0,-5.0,2.0,-3.0,27.0,290,22.0,15.0,19.0,5,45.0,0,0,0,0,0,0,0,0,0,0,24,24.0,0,0.0,0,0,0,Pathfinder Book of the Dead,11
765,4.0,4.0,3.0,1.0,5.0,2.0,20.0,80,11.0,10.0,13.0,5,25.0,0,3,2,0,0,0,0,0,0,0,12,12.5,0,0.0,2,21,13,Pathfinder Book of the Dead,4
764,2.0,4.0,1.0,-5.0,2.0,0.0,16.0,12,3.0,8.0,6.0,5,35.0,0,0,0,0,0,0,0,0,0,0,8,4.5,0,0.0,0,0,0,Pathfinder Book of the Dead,0
763,5.0,4.0,4.0,0.0,2.0,0.0,22.0,80,11.0,13.0,9.0,5,35.0,0,0,0,0,0,0,0,0,0,0,14,11.5,13,11.5,0,0,0,Pathfinder Book of the Dead,5
762,6.0,3.0,4.0,5.0,3.0,3.0,32.0,220,24.0,19.0,21.0,5,25.0,0,0,0,0,0,1,0,0,0,0,27,23.0,0,0.0,5,29,21,Pathfinder Book of the Dead,12
760,-5.0,6.0,3.0,3.0,6.0,4.0,26.0,100,13.0,16.0,18.0,6,0.0,0,0,1,1,1,1,0,0,0,0,18,16.0,0,0.0,5,24,16,Pathfinder Book of the Dead,8
